Company Title,Department Name,Question
유한회사스태츠칩팩코리아,반도체엔지니어,혹시 회사에 합격하면 자취를 할 것인지 근거를 들어서 설명해보세요.
유한회사스태츠칩팩코리아,반도체엔지니어,인턴인데도 야근 많이 시킬건데 괜찮나요?
유한회사스태츠칩팩코리아,R&D,"지금까지 어떠한 준비를 하였고, 졸업 후 공백기에는 무엇을 했는가?"
한국지역난방기술,기계엔지니어,(자소서 기반) 팀 프로젝트에서 수행한 역할과 도출한 결과에 대해 구체적으로 설명해줄 수 있는지?
한국지역난방기술,기계엔지니어,"최근 세계적으로 에너지 이슈에 대해 아는지, 알고 있다면 그 이슈에 대한 자신의 견해는?"
한국지역난방기술,기계엔지니어,우리 회사의 경우 본사가 서울에 있으며 서울에서 근무하게 될테지만 인구가 서울로 집중되는 이유에 대한 본인의 생각은?
한국타이어앤테크놀로지,기계엔지니어,본인이 가장 큰 그룹에서 활동했던 적이 언제였나요?
한국타이어앤테크놀로지,기계엔지니어,일본어 어느정도 하나요?(일본어로 질문)
한국타이어앤테크놀로지,연구개발,형제가 있다면 사이가 어떠한가요?
한국타이어앤테크놀로지,연구개발,날씨 별 타이어 패턴에 관해 어떻게 설계할 것이며 그 이유는 무엇인가요?
한국타이어앤테크놀로지,연구개발,남자용 구두와 여자용 힐이 있는데 둘 중에 어느 것이 먼저 닳을까요? 그것을 이용해서 타이어 설계를 관련 지어 설명해보세요.
만도,기계엔지니어,"MATLAB, CATIA 등 프로그램은 많이 다루어보았나요?"
만도,연구개발,만도가 납품하고 있는 회사를 알고 있냐?
만도,연구개발,판교에 와본 적 있냐
만도,연구개발,학교에서 프로젝트 뭐했냐?
SK이노베이션,화학엔지니어,오케스트라를 하셨는데 많은 사람들 사이에서 마찰은 없으셨나요?
엔에이치엔,웹개발자,(코드 리뷰 할 때) 왜 메소드 구조를 그렇게 작성했나요?
엔에이치엔,웹개발자,ABCD의 알파벳 문자열을 압축하는 알고리즘이 뭐가 있을까요?
태양금속공업,연구개발,"철, 알루미늄, 플라스틱의 특징을 아는데로 말해보시오."
유라클,연구개발,업무상 위에서 시킨 일을 팀원이 거부하면 어떻게 할것입니까?
칼자이스,광학현미경엔지니어,"영어 1분 자기소개서, 광학현미경에 대해서 아는데로 말해보기, 취미, 특기, 업무 관련해서 자신의 장,단점에 대해서 말하기, 학점이 낮은 이유"
대림아이앤에스,IT 기획 및 마케팅,본인의 역량을 구체적으로 제시하고 회사 업무와 연결지어서 발표하시오
유클릭,프로그래머,피치 못할 업무로 야근이나 주말출근을 해야 합니다. 괜찮습니까?
인바디,반도체엔지니어,다뤄본 MCU는 어떤 것이 있는지?
인바디,반도체엔지니어,졸업작품에서 문제가 없었는지?
인바디,기구개발,"사장님과 개별 면담이 잦을 텐데, 낯가림이 심하십니까?"
한국정보통신,백엔드개발자,상사와의 관계가 틀어질경우 대처법은?
스마트로,IT/인터넷,감명깊게 읽은 책이나 영화는?
한국정보인증,백엔드개발자,많은 회사들 중 왜 한국정보인증을 선택했는지?
신한투자증권,IT,10년 뒤에 로봇 어드바이저와 사람 둘 중에 누가 더 투자 수익을 많이 낼 것 같다고 생각하나요? 그리고 로봇이 사람의 일자리를 빼앗는거에 대해 어떻게 해야할까요?
신한투자증권,IT,"역사, 소설책에 나오는 인물을 선택해서 1시간 동안 이야기 할 수 있다면 누구와 무슨 이야기를 하고싶나요?"
신한투자증권,IT,IT부서에서 하고 싶은 일은 무엇이고 만약 배치된 부서가 원하는 직무를 수행하지 않을 경우 어떻게 하실건가요?
마이다스아이티,앱개발자,아무도 지키지 않는 규칙을 지킬것인가?
마이다스아이티,앱개발자,상대방에게 비싼 음식을 사주기로 하고 식당에서 밥을 먹었는데 지갑을 두고왔다. 어떻게 말할것인가?
마이다스아이티,앱개발자,"퀴즈: 공 옮기기, 무게 맞추기, 사람표정읽기"
신용보증기금,AI/ML엔지니어,하둡에코나 스파크 같은 것을 사용해봤나요?
코닝정밀소재,연구개발,열전달의 법칙에 대해 PT하라
코닝정밀소재,연구개발,확산에 대해 설명하시오(Fick's law)
부방,설계엔지니어,"운전을 잘하는지, 천안공장으로 출장가는 경우도 있는데 괜찮습니까?"
부방,설계엔지니어,입사하게 된다면 적응 기간은 어느정도 걸릴 것 같습니까?
케이조선,R&D,R&D부서에 들어와서 현실적으로 회사를 위해 하고 싶은 일 또는 프로젝트가 무엇인가?
오픈타이드코리아,SW개발,학교그만두고 다시 입학했을때 전혀 다른 과로 들어간 이유는?
플렉스컴,연구개발,CAD를 기본적으로 할 줄 아는가?
엘에스엠트론,R&D(연구개발),LS엠트론에는 왜 지원했습니까?
엘에스엠트론,R&D,폭스바겐이 기술적으로 어떻게 조작해서 인증을 통과할 수 있었는지 말해보아라.
오픈베이스,백엔드개발자,회사가 당신의 기대치에 못 미치면 어떡하실건가요?
오픈베이스,백엔드개발자,인켑슐레이션이 뭔가요?
금호석유화학,IT-인터넷,다른 좋은 소프트업체 안가고 왜 여기로 왔는가?
금호석유화학,IT-인터넷,"우리는 A사이며 핸드폰 판매 실적이 가장 좋은 회사다. 다른 B,C,D사가 치고 올라오는데 우리가 어떻게 하면 이 상황을 극복할 수 있을까? (토론면접)"
에이치디한국조선해양,전기·전자엔지니어,현재 진행중인 사업분야와 다른 분야와 접목될 수 있는 부분은?
에이치디한국조선해양,전기·전자엔지니어,우리나라 한국사 인물 중 가장 존경하는 인물과 그 이유는?
대한유화,화학엔지니어,화학물질관리법(화관법)에 대해 아는 대로 말해보라.
SK오앤에스,IT/인터넷,제일 하위계층에서 어떤 프로토콜을 쓰는가?
엔씨소프트,서비스플랫폼개발(인턴),서버 개발시 멀티 프로세스를 사용할 때와 멀티 쓰레드를 사용할 때의 차이를 설명해보세요
엔씨소프트,서비스플랫폼개발(인턴),회사에서 장거리 통신으로 긴급하게 보고를 해야 할 때 tcp 혹은 udp 중 어떤 프로토콜이 더 좋을지 대답해보세요
엔씨소프트,게임개발,"게임 ai의 길찾기 알고리즘으로 a* 알고리즘 을 사용하셨는데, 이에 대한 설명을 해주실 수 있나요?"
엔씨소프트,IT/인터넷,프로그래밍 경력은 어느 정도인가?
엔씨소프트,IT/인터넷,포트폴리오에 나온 이론을 설명해보아라.
엔씨소프트,IT-인터넷,고층건물에서 화재가 발생했을때 어떻게 탈출할 것인가?
엔씨소프트,IT-인터넷,즐겨하는 게임에서 레벨은 몇인가?
태광산업,화학엔지니어,"화관법이 최근 이슈되고 있는데 언제부터 화관법이 도입되었고, 기업의 입장에서 이 제도의 문제점이 무엇인지?"
태광산업,화학엔지니어,준비한 자기소개 혹은 회사에 물어보고 싶은 게 있다면?
SK온,화학엔지니어,저항 점용접 적용에 기여할 수 있다고 했는데 혹시 앞서 말한 한계에도 불구하고 적용 가능성을 높여줄 아이디어가 있을까요?
SK온,화학엔지니어,구조재료를 메인으로 연구한 것 같은데 왜 포스코나 현대제철이 아니라 여기에 지원했나요?
에스피씨,IT·인터넷,성적이 왜 이 정도지?
에스피씨,IT·인터넷,취업 원서는 몇 개 썼는가? 요새 취업이 어렵다는데 얼마나 어려운가?
에스피씨,IT·인터넷,프로젝트 관련 맡은 부분
비상교육,교재개발·교수설계,"비상교육 교재를 사용해본적 있나요, 기업에 대한 평소 인식은 어떤가요?"
LG유플러스,네트워크엔지니어,"수많은 기업 중 LG를 선택한 이유는 무엇이며, 그중에서도 LG유플러스를 선택한 이유는 무엇인가?"
LG유플러스,IT-인터넷,"각종 이미지 처리방식, 빅데이터, IOT등에 대해서 아는대로 질문은 선택하여 답변하라."
LG유플러스,IT-인터넷,OSI 계층간 프로토콜을 모두 설명하라.
롯데쇼핑,AI/ML엔지니어,"꼭 유통업에 관련되지 않더라도, 가장 최근에 본 기사가 무엇인가요?(임원면접)"
롯데쇼핑,AI/ML엔지니어,(발표한 제안서에 대해)한계점이 있다면 무었일까?(직무면접)
현대모비스,기계엔지니어,프로젝트에서 본인이 낸 아이디어는 어떤 것인지?
현대모비스,연구개발,경험했던 조별 프로젝트에서 성취한 결과와 그 결과를 이루기 위해 팀원 혹은 개인으로 어떤 노력을 했는지 말해보시오.
현대모비스,연구개발,"교육 봉사 활동을 했던데, 지적 장애 아동을 대상으로 한 봉사 활동은 어떤 것이었나?"
현대모비스,연구개발,구성원과 하나의 높은 목표를 설정하고 함께 도전한 경험이 있는가? 그곳에서 당신의 역할은 무엇이었는지 구체적으로 설명해봐라. 구체적으로 몇 퍼센트의 일을 분담했다고 생각하는가?
현대모비스,연구개발,"모터를 설계한 후에는 제작이 들어가야 할 텐데, 이 부분까지 고려를 하고 있는 건가?"
현대모비스,연구개발,봉사 활동은 얼마나 자주 했으며 어느 정도의 시간을 할애했는가?
현대모비스,연구개발,이 연구가 석사 졸업 논문 테마인가? 앞으로 남은 기간 동안 최적 설계를 마치고 제작을 통한 유효성 검증까지 마칠 수 있겠는가?
현대모비스,연구개발,"자기소개서를 보면 교육 봉사 활동을 언급했는데, 구체적으로 어떤 봉사 활동이었나? 봉사 활동에는 얼마나 자주, 그리고 얼마나 많은 시간을 할애했는가?"
현대모비스,연구개발,자소서에 적은 대회 경험에 대한 결과는 어땠는가?
현대모비스,연구개발,주민등록번호 폐지에 대해 찬반토론하라.
현대모비스,연구개발,준비한 피티자료를 5분 동안 발표해보시오.
현대모비스,연구개발,지원자가 말하는 연구는 산학 과제인 건가? 아니면 연구실에서 자체적으로 하는 연구인가?
현대모비스,R&D(연구개발),가장 중점적으로 생각하는 기업의 이미지는 무엇입니까?
현대모비스,R&D(연구개발),"본인의 장단점은 무엇이며, 본인은 장점을 더욱 부각시키는 타입입니까, 아니면 단점을 보완하는 타입입니까?"
현대모비스,R&D(연구개발),회로에서 노이즈를 줄이기 위해 해야하는 방법이 있습니까?
현대모비스,연구개발,조직이나 프로세스를 개선하기 위해 노력했던 경험은?
현대모비스,R&D,미래에는 어떤 자동차가 나올거 같나요?
현대모비스,연구개발,이름과 하고싶은 업무 그리고 관련 경험 과 업무에 대한 장점 및 포부를 넣어 자기소개해보세요
SSG.COM,웹개발자,RESTful 한게 무엇인가요?
SSG.COM,웹개발자,과제를 하면서 마주친 문제점이 있었나요?
에이에스엠엘코리아,반도체엔지니어,"노광 공정에 대해서 얼마나 알고 있고, 관련된 어떤 업무를 해보았나요?"
한미반도체,연구개발,펨토초 레이저와 피코초 레이저의 차이점은?
LG화학,반도체엔지니어,운동을 좋아하는지
LG화학,R&D,오늘 전공 면접에서 자기자신에게 몇점을 주겠는가?
LG화학,R&D,토익점수가 왜 이렇게 낮은가?
LG화학,R&D,학창시절에 가장 크게 느꼈던 갈등이 무엇인가? 어떻게 갈등을 풀었나?
오스템임플란트,연구개발,"물리화학 원서에 나온 내용을 해석하고, 그 내용을 발표하면서 그래프로 그려서 설명하세요."
티머니,소프트웨어개발자,티머니 서비스 중 어떤 서비스가 가장 좋았는지 말해보세요. 그리고 그 서비스의 장단점을 말해주세요.
코오롱글로텍,R&D,오늘 입은 패션은 무슨 컨셉으로 입은 것인가?
코오롱글로텍,R&D,현 사업이 아닌 코오롱글로텍에서 창출할 미래 연구 개발 사업에는 무엇이 있을 수 있다고 생각하나?
현대홈쇼핑,"MD(방송, Hmall, 카탈로그, 데이터방송)","어떤 분야의 MD가 되고 싶으며, 어떤 상품을 맡고 싶은가?"
현대홈쇼핑,"MD(방송, Hmall, 카탈로그, 데이터방송)",NS홈쇼핑 식품 분야에 강세에 있다. 현대홈쇼핑과 NS홈쇼핑을 비교해봐라.
한국아이비엠,IT Specialist,나열된 수열에서 법칙을 찾아내서 다음에 올 번호를 찾아내시오.
코아시아,반도체엔지니어,리더쉽 평점이 7점이라면 당신의 점수는 몇 점인가요?(공통)
코아시아,반도체엔지니어,Asynchronous interface란 무엇인가요?
LGCNS,웹개발자,고객을 직접 응대하며 니즈를 파악하는 업무와 백엔드에서 개발을 하는 업무 중에 무엇을 선호하나요?
LGCNS,AI/ML엔지니어,"어떤 프로그램들을 다룰 줄 알고, 무엇에 가장 자신이 있는지?"
LGCNS,앱개발자,스마트팩토리 직군 특성상 지방근무가 순환적인 지방근무가 필수적인데 괜찮겠나?
LGCNS,앱개발자,지금 스마트팩토리 부문에 면접을 오신건데 어떤 일을 하는지 알고 지원하신건가? 우리가 뭘하는 부문인 것 같은가?
LGCNS,앱개발자,지방 근무나 해외 파견이 될 수 있다. 어떻게 할 건가? 여자친구는 있는지? 그런 상의는 해봤는지?
LGCNS,IT/인터넷,"입사하자마자 프로그래밍 업무가 주어질 수도 있는데, 지금 역량으로 가능하다고 생각하는가?"
LGCNS,IT/인터넷,"컴퓨터과학을 이중 전공한다고 했는데, 컴퓨터과학과 컴퓨터공학의 차이는 무엇인지 설명할 수 있는가?"
LGCNS,IT SERVICX,65세 정년 의무화 찬반
한화시스템,전기·전자엔지니어,한화탈레스는 약간 보수적인 기업이다 어떻게 생각하냐?
한화시스템,전기·전자엔지니어,"전공성적이 좋지 않은 편인데, 그것을 대체할 만한 어떤 이야기가 있는가?"
한화시스템,연구개발,본인이 나온 대학을 선택한 이유는 무엇인가요? 본인이 나온 대학을 추천하고 싶나요?
한화시스템,공통(CE/IM/전사직속)-소프트웨어,OOP를 얼마나 접해보았나요?
S-OIL,IT서비스,자기소개해보세요. 왜 결혼안했나요? 왜 얼굴이 밝은가요? 프로젝트에 있어 중요한건 무엇이라 생각하나요?
대동,IT·기술영업,취미 및 특기
대동,IT·기술영업,경력 퇴직사유
한국니토옵티칼,IT·기술영업,고객의 파와하라(압력)을 어떻게 견딜지?
삼성메디슨,전기·전자엔지니어,평소 본인의 교우관계는 어떤가요?
아이엠뱅크,통계(데이터마이닝),대구은행 입행에 대한 간절함을 어필해보시오.
아이엠뱅크,통계(데이터마이닝),"지원 직무가 데이터 마이닝인데, 초반에 영업점에서 근무할 수도 있는데 가능하겠는가?"
안랩,네트워크엔지니어,퍼블릭 클라우드와 프라이빗 클라우드를 알고 있나요?
안랩,앱개발자,쓰레드 얘기를 했는데 멀티 쓰레드가 한 변수에 접근할 때를 대비해 쓰는 동기화 기법에는 뭐가있는가? 세마포어와 뮤텍스의 차이는?
안랩,R&D>리눅스 개발,"select에 대해서 설명하고, select가 어떻게 동작한다고 생각하세요?"
안랩,IT/인터넷,"웹해킹의 기법들과 랜섬웨어 설명하고, 웹해킹과 랜섬웨어에 대한 예방법 또는 조치방법에 대해 설명해보시오."
